FNTotalDishonest,FNTotalDishonest_HL,FNTotalHonest,FNTotalHonest_HL,QPQ2HL0,QPQ2HL1,QPQ2TH0,QPQ2TH1,QPQHL,QPQTH,QPQversion,UtilityDishonest,UtilityDishonest_HL,UtilityHonest,UtilityHonest_HL,alpha,betafactor,clusters,numliars,playerperclusters,players,rounds
0.094,0.03111111111111111,0.013105882352941177,0.013891067538126361,,,,,100,0.97,1,1.7105353519875077e-07,4.815399511196102e-05,5.2218978396580185e-05,4.522349246989441e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.00010980392156862745,3.485838779956427e-05,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,1.7105353519875077e-07,4.815399511196102e-05,1.505840828798777e-05,1.4987601290152525e-05,1.0,1.2,16,1,16,256,1000
0.045,0.013333333333333334,0.011988235294117647,0.012618736383442266,,,,,100,0.97,1,0.0,1.2934901953259488e-05,5.064864439923609e-05,5.455126270629555e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0032901960784313725,0.003616557734204793,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.002314268409104659,1.2934901953259488e-05,1.698219868298965e-05,2.7275402966811892e-05,1.0,1.2,16,1,16,256,1000
0.02,0.0,0.011745098039215687,0.012387799564270153,,,,,100,0.97,1,5.176053550093318e-06,1.6840926743440694e-06,3.66991569728474e-05,3.765882878145995e-05,,1.2,16,1,256,256,1000
0.0,0.0,5.0980392156862745e-05,0.0,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,5.176053550093318e-06,1.6840926743440694e-06,2.2489040030020776e-05,2.3144929325201585e-05,1.0,1.2,16,1,16,256,1000
0.064,0.0022222222222222222,0.012584313725490195,0.013241830065359478,,,,,100,0.97,1,7.11728099834108e-06,2.223026184052173e-05,3.7081714117907155e-05,3.6106874531928194e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0008588235294117647,0.0009281045751633987,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,7.11728099834108e-06,2.223026184052173e-05,2.279070089064405e-05,2.3812856511437877e-05,1.0,1.2,16,1,16,256,1000
0.056,0.0011111111111111111,0.011576470588235294,0.012082788671023964,,,,,100,0.97,1,3.317066562795179e-06,1.3532997262661143e-05,3.777123209965724e-05,3.68471416759494e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0007686274509803922,0.0008278867102396514,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,5.949125728753612e-07,1.3532997262661143e-05,2.676848144881477e-05,2.512626437799969e-05,1.0,1.2,16,1,16,256,1000
0.08,0.0,0.010572549019607844,0.011342047930283225,,,,,100,0.97,1,2.0260192400187724e-06,3.0879337942631365e-05,5.011905379385975e-05,4.360998882873765e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0007137254901960784,0.0005969498910675382,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0013751068458406222,2.4107572564534797e-05,1.950889294084504e-05,2.5220126688624214e-05,1.0,1.2,16,1,16,256,1000
0.047,0.0033333333333333335,0.013780392156862746,0.01425272331154684,,,,,100,0.97,1,7.682543221556593e-07,1.8591090219382853e-05,4.3926643910701986e-05,4.7208457924556265e-05,,1.2,16,1,256,256,1000
0.0,0.0,4.313725490196078e-05,0.0,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0010921723172476886,1.2183606861891534e-05,2.4386567315818644e-05,3.028329705441166e-05,1.0,1.2,16,1,16,256,1000
0.02,0.06333333333333334,0.011654901960784314,0.011747276688453158,,,,,100,0.97,1,1.2875118204402902e-07,0.00015191545852882615,3.315303587028263e-05,3.3492900370536195e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.00048627450980392154,0.00040958605664488017,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,1.2875118204402902e-07,2.062208859765269e-05,2.0545095634523447e-05,1.693748466272296e-05,1.0,1.2,16,1,16,256,1000
0.081,0.017777777777777778,0.013066666666666667,0.013930283224400871,,,,,100,0.97,1,2.60201831733442e-06,1.8017289628437333e-05,5.426339249835718e-05,5.4308000944207395e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.00023529411764705883,0.00012200435729847495,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0010914382303017724,2.3352218717596815e-05,1.5730753320057257e-05,2.007003773268361e-05,1.0,1.2,16,1,16,256,1000
0.092,0.0,0.010686274509803922,0.010993464052287582,,,,,100,0.97,1,0.0006060704224531633,1.5629371600610497e-05,3.235176384160723e-05,3.5037301662505614e-05,,1.2,16,1,256,256,1000
0.002,0.0,0.0015137254901960784,0.0016557734204793028,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0,1.5629371600610497e-05,1.975603383244459e-05,1.7630334732284045e-05,1.0,1.2,16,1,16,256,1000
0.047,0.0,0.01063921568627451,0.01110239651416122,,,,,100,0.97,1,0.0009679677705211289,3.390560174515482e-05,5.568660674654946e-05,6.106115772169324e-05,,1.2,16,1,256,256,1000
0.002,0.0,0.0008627450980392157,0.000840958605664488,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,1.5730682048098464e-07,3.390560174515482e-05,1.98891100629587e-05,1.973564334232704e-05,1.0,1.2,16,1,16,256,1000
0.031,0.025555555555555557,0.011290196078431373,0.011686274509803921,,,,,100,0.97,1,0.0009773361072283279,2.782779208567189e-05,4.171530230252401e-05,4.8590845705562174e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0002941176470588235,0.00031372549019607844,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0017286225193054903,2.782779208567189e-05,2.4176838489876744e-05,3.239261711358524e-05,1.0,1.2,16,1,16,256,1000
0.097,0.01888888888888889,0.011149019607843137,0.011851851851851851,,,,,100,0.97,1,4.254865492392401e-07,4.1370692274124526e-05,3.373733844269069e-05,3.0391178639286182e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0024784313725490195,0.0026623093681917213,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0007564937798369088,4.1370692274124526e-05,2.4069578478434828e-05,2.823163172964933e-05,1.0,1.2,16,1,16,256,1000
0.05,0.04111111111111111,0.010447058823529412,0.010875816993464052,,,,,100,0.97,1,1.3786154808924645e-06,1.9145932390042748e-05,3.670570122224276e-05,3.285869386825242e-05,,1.2,16,1,256,256,1000
0.0,0.0033333333333333335,0.0007333333333333333,0.0006056644880174292,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0009643276040822721,1.7003484590968342e-05,2.093035471503325e-05,2.5679419459644965e-05,1.0,1.2,16,1,16,256,1000
0.042,0.03666666666666667,0.011572549019607843,0.011786492374727668,,,,,100,0.97,1,6.724742144332519e-05,0.0002608908793788328,3.845072230510654e-05,3.928624161269137e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0016901960784313727,0.001803921568627451,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,6.383876040200876e-05,8.269615624588241e-05,2.4222445513231906e-05,2.4650130536330507e-05,1.0,1.2,16,1,16,256,1000
0.087,0.008888888888888889,0.01132156862745098,0.012130718954248366,,,,,100,0.97,1,0.0,4.461059549004208e-05,2.9084561796839387e-05,3.0432052652091684e-05,,1.2,16,1,256,256,1000
0.0,0.0,2.3529411764705884e-05,8.714596949891067e-06,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0,4.461059549004208e-05,1.6383913082051224e-05,1.6320220746771492e-05,1.0,1.2,16,1,16,256,1000
0.069,0.0011111111111111111,0.013380392156862745,0.014152505446623094,,,,,100,0.97,1,3.1080370572921232e-06,2.523006608866236e-05,3.7721269173681385e-05,3.941684116461598e-05,,1.2,16,1,256,256,1000
0.011,0.0,0.0032431372549019608,0.003298474945533769,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,3.1080370572921232e-06,2.523006608866236e-05,2.2296519596675573e-05,2.2265222519352385e-05,1.0,1.2,16,1,16,256,1000
0.04,0.0077777777777777776,0.010545098039215686,0.011154684095860566,,,,,100,0.97,1,3.589353487106539e-06,2.2766543291918356e-05,3.1261212691967965e-05,2.4953410769026107e-05,,1.2,16,1,256,256,1000
0.0,0.0011111111111111111,0.0015215686274509803,0.0016732026143790849,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,3.589353487106539e-06,1.7679282110112876e-05,2.7643889686244713e-05,2.8165163083958656e-05,1.0,1.2,16,1,16,256,1000
0.126,0.014444444444444444,0.013929411764705883,0.015150326797385621,,,,,100,0.97,1,3.1666947384625387e-06,9.49124429968319e-06,5.2878472141748614e-05,5.6912152557480056e-05,,1.2,16,1,256,256,1000
0.001,0.0,0.00037647058823529414,0.0002657952069716776,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,3.1666947384625387e-06,9.49124429968319e-06,2.2904029119593133e-05,2.366431980905014e-05,1.0,1.2,16,1,16,256,1000
0.021,0.006666666666666667,0.011509803921568628,0.012069716775599128,,,,,100,0.97,1,9.164361209945681e-08,1.640198338781941e-05,3.647499690426623e-05,3.8789461546968834e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.002788235294117647,0.002762527233115468,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,9.164361209945681e-08,1.640198338781941e-05,2.5537730158184013e-05,2.148053765319235e-05,1.0,1.2,16,1,16,256,1000
0.052,0.012222222222222223,0.010709803921568627,0.010928104575163399,,,,,100,0.97,1,2.34173319829889e-06,7.351923137091715e-06,2.7338126258290618e-05,2.8547311661740225e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0019098039215686275,0.001934640522875817,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0005845544436692136,7.351923137091715e-06,2.073240092694051e-05,2.1656286851626173e-05,1.0,1.2,16,1,16,256,1000
0.084,0.05444444444444444,0.010976470588235294,0.011006535947712419,,,,,100,0.97,1,0.0,1.2653779634750956e-05,3.916011516037605e-05,4.180410086787929e-05,,1.2,16,1,256,256,1000
0.004,0.0,0.00034901960784313726,0.00033986928104575163,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0015013470113592975,1.2653779634750956e-05,2.4992552541562818e-05,3.261162552150015e-05,1.0,1.2,16,1,16,256,1000
0.097,0.05444444444444444,0.012168627450980391,0.01265359477124183,,,,,100,0.97,1,9.970585148584287e-07,1.2797081464768582e-05,3.810037690504697e-05,3.6448720940508403e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0020705882352941175,0.002270152505446623,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,3.2634655072061316e-07,1.9221415594138985e-05,2.67117882594995e-05,2.7049994338828734e-05,1.0,1.2,16,1,16,256,1000
0.08,0.0011111111111111111,0.009886274509803922,0.010557734204793029,,,,,100,0.97,1,5.985781753795604e-07,1.3448622108897954e-05,3.3091716404553836e-05,3.4872466445776536e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0008666666666666666,0.0008453159041394336,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0009547134897462771,1.3448622108897954e-05,1.8329538616935145e-05,2.2627410130866438e-05,1.0,1.2,16,1,16,256,1000
0.099,0.006666666666666667,0.012027450980392157,0.012867102396514162,,,,,100,0.97,1,0.0,1.0300773355906352e-05,3.7482512864431646e-05,3.9612460673653e-05,,1.2,16,1,256,256,1000
0.005,0.0,0.0008,0.0006623093681917212,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0009951426709177253,1.1706817780091885e-05,2.8234536399182193e-05,3.0306752039342422e-05,1.0,1.2,16,1,16,256,1000
0.04,0.0011111111111111111,0.012890196078431372,0.013485838779956428,,,,,100,0.97,1,2.0601090021824532e-06,2.072451368457129e-05,3.6216285883426605e-05,3.444896173613453e-05,,1.2,16,1,256,256,1000
0.0,0.0033333333333333335,0.0021333333333333334,0.0022919389978213506,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,8.946093427611324e-06,1.9404141080325227e-05,2.0321582136133373e-05,1.6903328157231813e-05,1.0,1.2,16,1,16,256,1000
0.005,0.03111111111111111,0.011611764705882353,0.011864923747276688,,,,,100,0.97,1,2.7831750147797596e-06,0.000271375414779367,4.57667381972422e-05,4.80455072098061e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.00014901960784313725,0.00010021786492374728,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0007135390461042892,1.5301165412349282e-05,2.899496349332814e-05,3.355380557741922e-05,1.0,1.2,16,1,16,256,1000
0.043,0.006666666666666667,0.012172549019607843,0.012666666666666666,,,,,100,0.97,1,2.1575674353258024e-07,1.529782506073829e-05,3.653478647488225e-05,3.9048151438472815e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0012431372549019607,0.001363834422657952,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0001551701496996516,1.529782506073829e-05,1.9140971025006706e-05,2.0402078113616577e-05,1.0,1.2,16,1,16,256,1000
0.09,0.022222222222222223,0.014450980392156863,0.015346405228758169,,,,,100,0.97,1,0.0,1.8283061911261722e-05,5.399690760874789e-05,5.792272407245916e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0016470588235294118,0.0017472766884531591,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0,1.8283061911261722e-05,1.9202705366035427e-05,1.9288919115701712e-05,1.0,1.2,16,1,16,256,1000
0.035,0.0011111111111111111,0.011215686274509805,0.011869281045751634,,,,,100,0.97,1,3.0871272742971634e-07,2.6555811262895338e-05,3.80299302516008e-05,3.580536194085274e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.002388235294117647,0.0026318082788671024,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0009274417968561714,4.182646388006596e-05,1.8291731891805362e-05,2.237334362926479e-05,1.0,1.2,16,1,16,256,1000
0.06,0.0011111111111111111,0.010862745098039216,0.011093681917211329,,,,,100,0.97,1,2.458012952869515e-06,3.510509691784705e-05,2.6605634258164774e-05,2.653033985345719e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0002196078431372549,0.00023529411764705883,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0014070999319791846,3.510509691784705e-05,2.054895264312471e-05,2.4978781393043423e-05,1.0,1.2,16,1,16,256,1000
0.043,0.0044444444444444444,0.01292156862745098,0.013076252723311546,,,,,100,0.97,1,9.966766197799792e-07,0.0,3.722498256135986e-05,3.7994229701143606e-05,,1.2,16,1,256,256,1000
0.002,0.0,0.0016588235294117647,0.001542483660130719,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0007641387636841226,0.0,1.999921108599704e-05,2.222671364523529e-05,1.0,1.2,16,1,16,256,1000
0.045,0.022222222222222223,0.011207843137254902,0.01159041394335512,,,,,100,0.97,1,0.0,5.189558895929548e-06,4.091475944786891e-05,4.368473840661664e-05,,1.2,16,1,256,256,1000
0.0,0.0,0.0016509803921568628,0.0017124183006535947,800.0,800.0,0.9822826862112167,0.9822826862112167,100,0.97,2,0.0,5.189558895929548e-06,2.6793095489812752e-05,2.1542514764633874e-05,1.0,1.2,16,1,16,256,1000
0.019,0.035555555555555556,0.012643137254901961,0.013154684095860566,,,,,100,0.97,1,0.0,5.962364443574675e-06,5.573780022317935e-05,5.789883005209776e-05,,1.2,16,1,256,256,1000
